Data 02.06.2023    Godzina 12:16               ZBR/1206-23szyby_2

Symbol                                    IloϾ   Szer     Wys     Pow.  Grub.  Poz Zlecenie             Opis						    Kolor ramki
4/18/4/18/4 (XN)(SWS)                        1     736    1584   1.166    48     5 23/1867              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     921    1166   1.074    48     6 23/1867              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     921    1166   1.074    48     6 23/1867              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     816    1176    0.96    48     7 23/1867              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     686    1176   0.807    48     8 23/1867              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     686    1176   0.807    48     9 23/1867              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/16/4 (XN)                                  1     798     598   0.477    24     1 23/1931              Climaplus XN                                             aluminium
4/18/4/18/4 (XN)(SWS)                        1     871    1900   1.655    48     1 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     871    1900   1.655    48     1 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     563    1891   1.064    48     2 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     563    1891   1.064    48     2 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     931    1900   1.769    48     3 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     931    1900   1.769    48     3 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     693    1086   0.752    48     4 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     693    1086   0.752    48     4 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     461     826   0.381    48     5 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     691    1076   0.744    48     6 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/16/33.1 XN (SWS)                      1     782     808   0.632    48     7 23/1950              Climatop Protect XN 33.1 Kl. 2/B/2               czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     691     992   0.685    48     7 23/1950              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     547    1191   0.651    48     1 23/1984              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     547    1191   0.651    48     1 23/1984              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     548     725   0.397    48     1 23/1984              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     548    1192   0.653    48     1 23/1984              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     548     725   0.397    48     1 23/1984              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     548    1192   0.653    48     1 23/1984              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        2     705    1794    2.53    48     1 23/2005              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        2     705    1794    2.53    48     1 23/2005              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     705    1824   1.286    48     2 23/2005              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     705    1824   1.286    48     2 23/2005              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     341    1191   0.406    48     1 23/2023              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%            szary (RAL 9023)
4/18/4/18/4 (XN)(SWS)                        1     704    1996   1.406    48     1 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     738    1996   1.474    48     1 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     713    1996   1.424    48     1 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        2     501    1076   1.078    48     2 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        2     501    1076   1.078    48     2 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     356     566   0.201    48     3 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     510    1946   0.992    48     4 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     510    1946   0.992    48     4 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/16/33.1 XN (SWS)                      1     656     896   0.588    48     5 23/2035              Climatop Protect XN 33.1 Kl. 2/B/2               czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     656     896   0.588    48     5 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/16/33.1 XN (SWS)                      1     656     896   0.588    48     6 23/2035              Climatop Protect XN 33.1 Kl. 2/B/2               czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     656     896   0.588    48     6 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     656     926   0.607    48     7 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     704    1996   1.406    48     8 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     738    1996   1.474    48     8 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     713    1996   1.424    48     8 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        2     501    1076   1.078    48     9 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        2     501    1076   1.078    48     9 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     356     566   0.201    48    10 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     510    1946   0.992    48    11 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     510    1946   0.992    48    11 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/16/33.1 XN (SWS)                      1     656     896   0.588    48    12 23/2035              Climatop Protect XN 33.1 Kl. 2/B/2               czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     656     896   0.588    48    12 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/16/33.1 XN (SWS)                      1     656     896   0.588    48    13 23/2035              Climatop Protect XN 33.1 Kl. 2/B/2               czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     656     896   0.588    48    13 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
4/18/4/18/4 (XN)(SWS)                        1     656     926   0.607    48    14 23/2035              Climatop XN - 48mm Ug=0,5/g=54%/Lt=74%           czarny (RAL 9005)
                     Skwierzyna DOST 153 06 23 PIATEK
